Vertical 1,Vertical 2,Noticia (link),Etiqueta,Etiqueta específica,etiqueta 3,Región,Personalidad destacada,...9,Fecha,Diario,Si,Me gusta,Simpatía,Asombro,Diversión,Descreimiento,Tristeza,Enojo,Me importa,Likes,Comentarios...22,Compartidos,Interacciones,Cuerpo del Post,Cuerpo de la noticia,Comentarios...27,Link del comentario
Política,Economía y Situación Social,https://www.instagram.com/p/CgAxOZ_MjW6/,Interna oficialista,Juan Grabois pidió aumentar retenciones al agro,,Nacional,Juan Grabois,Declaraciones Políticos,14/7/2022,Instagram-LaVoz,Si,,,,,,,,,219,404,,623,,"En medio del paro del campo realizado el miércoles contra la política del gobierno nacional contra ese sector, Juan Grabois pidió aumentar las retenciones al agro para poder financiar el salario universal.

🔸 Vía Twitter, el dirigente social, quien meses atrás tuvo un interesante debate con el empresario agropecuario Gustavo Grobocopatel, planteó: “¿Si probamos con defender a la gente en vez de arrugar con el poder? Con 10% de aumento de retenciones segmentada a la gran producción de soja se paga el Salario Universal”.

🔸 El dirigente del Movimiento de Trabajadores Excluidos (MTE) y de la Unión de Trabajadores y Trabajadoras de la Economía Popular (UTEP) encabezó el miércoles una de las asambleas organizadas por movimientos sociales y gremios estatales en rechazo a las medidas anunciadas el lunes por la ministra de Economía Silvina Batakis.

#Campo #Retenciones #",,
Política,Economía y Situación Social,https://www.instagram.com/p/CgPoRCfMtB1/,Interna oficialista,Organizaciones sociales reclaman Salario Básico Universal,Grabois amenazó al Gobierno Nacional,Nacional,Juan Grabois,Declaraciones Políticos,20/7/2022,Instagram-LaVoz,Si,,,,,,,,,322,251,,573,"En medio de un día de movilizaciones y protestas, y mientras la cotización del dólar no para de subir, el dirigente social Juan Grabois amenazó al Gobierno nacional sobre la marcha de las medidas económicas.

👉 ¿Qué te parece su declaración?

Mirá la nota completa en @lavozcomar | Link en Bio.",,,
Economía y Situación Social,,https://www.facebook.com/LaVoz.com.ar/posts/pfbid0vyi91LZBo2UDwmQKs2tWC76KSuZpXSUXLh1yoCm8gpmfYk1fXRxDdDNnHg7fTXbWl,Interna oficialista,Organizaciones sociales reclaman Salario Básico Universal,Grabois amenazó al Gobierno Nacional,Nacional,Juan Grabois,,20/7/2022,La Voz del Interior,Si,42,4,3,2,40,2,40,0,,419,10,562," 👉 En medio de un día de movilizaciones y protestas, y mientras la cotización del dólar no para de subir, el dirigente social Juan Grabois amenazó al Gobierno nacional sobre la marcha de las medidas económicas.
👉 ¿Qué te parece su declaración?"," 👉 En medio de un día de movilizaciones y protestas, y mientras la cotización del dólar no para de subir, el dirigente social Juan Grabois amenazó al Gobierno nacional sobre la marcha de las medidas económicas.
👉 ¿Qué te parece su declaración?", ,
Política,Economía y Situación Social,https://www.instagram.com/p/CgCYic8MGwK/,Interna Oficialista,El Presidente eliminó la Unidad de Comunicación de Cerruti ,,Nacional,Gabriela Cerruti - Alberto Fernández,Declaraciones Políticos,15/7/2022,Instagram-LaVoz,Si,,,,,,,,,195,112,,307,"l presidente Alberto Fernández y el jefe de Gabinete, Juan Manzur, oficializaron este viernes su decisión de disolver la Unidad de Comunicación de Gestión Presidencial y la portavoz presidencial Gabriela Cerruti se desempeñará como Secretaria de Comunicación y Prensa, pero con la jerarquía, el rango y los beneficios de una ministra.

👉 Sólo nueve meses duró la unidad creada por Fernández para designar a Cerruti. En la Casa Rosada argumentan que antes de aquella creación, la secretaría de Prensa fue elevada a rango de ministerio, por lo cual Cerruti quedó a cargo de la secretaría con rango de ministra.

💬 “La unidad, entonces, no tenía razón de ser y se suprimió”, dijeron las fuentes oficiales consultadas al explicar por qué Fernández y Manzur tomaron la decisión que se plasmó en el Boletín Oficial.

👉 Pero eso no necesariamente degrada el cargo de la vocera presidencial. Y esto responde a una maraña de decisiones previas: con el Decreto de Necesidad y Urgencia 326 de 2022 el Gobierno de Fernández modificó la Ley de Ministerios.

👉 En el artículo 10 de aquel DNU, el jefe de Estado decidió que la persona a cargo de la secretaría de Comunicación y Prensa (en este caso, Cerruti), tendrá el rango y la jerarquía de ministro o ministra.

👉 Y en ese mismo artículo le dio la misma jerarquía a quienes conducen las secretarías General (Julio Vitobello); de Legal y Técnica (Vilma Ibarra); y de Asuntos Estratégicos (Gustavo Beliz). Ellos tres tienen rango de ministros.

Y vos, ¿Opinás que quienes dirigen secretarías deberían percibir salarios de ministros?",,,
Política,Economía y Situación Social,https://www.facebook.com/LaVoz.com.ar/posts/pfbid0wFsVvPhRqNPbNvC11SMMzY7Luich2o4QNVxNNrWMdx9CS7WkJeknCJrypB7g6zZ7l,Interna Oficialista,El Presidente eliminó la Unidad de Comunicación de Cerruti ,,Nacional,Gabriela Cerruti - Alberto Fernández,Declaraciones Políticos,15/7/2022,La Voz del Interior,Si,24,0,5,0,60,0,38,3,,90,16,236,"La decisión fue consensuada por el Presidente y el jefe de Gabinete, Juan Manzur. También oficializaron el pase de Comercio Interior a Economía, dos meses después del anuncio.","Casa Rosada: suprimen la oficina de Cerruti, pero la funcionaria conserva el rango de ministra
Gabriela Cerruti, portavoz presidencial. Foto Federico López Claro.
Gabriela Cerruti, portavoz presidencial. Foto Federico López Claro.
LO MÁS LEÍDO
Jonathan Romo
SUCESOS
Quién era Jonatan Romo, el joven de La Falda cuya muerte sacudió a la Policía de Córdoba
1
Angileri habló como nuevo jugador del Getafe
FÚTBOL
Lo “colgaron” en River por no querer renovar y ahora fue presentado en un club de Europa
2
Restaurante Socavones, en la bodega Terra Camiare de Colonia Caroya.
COMER Y BEBER
El único restaurante de bodega en Córdoba que, además, sirve platos abundantes
3
Feriados 2022: ¿Cuántos fines de semana largos tendrá el calendario?
CIUDADANOS
Feriados 2022: el calendario completo
4
Batakis
POLÍTICA
Batakis dijo que la falta de dólares es “desesperante” y alertó por una situación “delicada”
5
La decisión fue consensuada por el Presidente y el jefe de Gabinete, Juan Manzur. También oficializaron el pase de Comercio Interior a Economía, dos meses después del anuncio.

Corresponsalía Buenos Aires
Viernes, 15 de julio de 202211:16 hs
El presidente Alberto Fernández y el jefe de Gabinete, Juan Manzur, oficializaron este viernes su decisión de disolver la Unidad de Comunicación de Gestión Presidencial y la portavoz presidencial Gabriela Cerruti se desempeñará como Secretaria de Comunicación y Prensa, pero con la jerarquía, el rango y los beneficios de una ministra.

La decisión fue publicada este viernes en el Boletín Oficial a través del Decreto 404/2022, que lleva las firmas del jefe de Estado y del gobernador tucumano en uso de licencia que actualmente se desempeña como jefe de Gabinete nacional.

GABRIELA CERRUTI
Solo nueve meses duró la unidad creada por Fernández para designar a Cerruti. En la Casa Rosada argumentan que antes de aquella creación, la secretaría de Prensa fue elevada a rango de ministerio, por lo cual Cerruti quedó a cargo de la secretaría con rango de ministra.

Gabriela Cerruti
Gabriela Cerruti volvió a pedir la “despenalización total” de la marihuana
“La unidad, entonces, no tenía razón de ser y se suprimió”, dijeron las fuentes oficiales consultadas al explicar por qué Fernández y Manzur tomaron la decisión que se plasmó en el Boletín Oficial.

En el artículo primero del decreto, el Gobierno suprime la Unidad de Comunicación de Gestión Presidencial, cargo extraescalafonario con dependencia directa de la Presidencia con jerarquía de ministerio que había sido creado por el artículo 2º del Decreto Nº 710 del 14 de octubre de 2021.

Pero eso no necesariamente degrada el cargo de la vocera presidencial. Y esto responde a una maraña de decisiones previas: con el Decreto de Necesidad y Urgencia 326 de 2022 el Gobierno de Fernández modificó la Ley de Ministerios.

En el artículo 10 de aquel DNU, el jefe de Estado decidió que la persona a cargo de la secretaría de Comunicación y Prensa (en este caso, Cerruti), tendrá el rango y la jerarquía de ministro o ministra.

Y en ese mismo artículo le dio la misma jerarquía a quienes conducen las secretarías General (Julio Vitobello); de Legal y Técnica (Vilma Ibarra); y de Asuntos Estratégicos (Gustavo Beliz). Ellos tres tienen rango de ministros.

CAMBIOS EN ECONOMÍA
El decreto publicado este viernes también transfiere la secretaría de Comercio Interior desde Desarrollo Productivo al ministerio de Economía.

La transferencia aludida comprende las unidades organizativas, créditos presupuestarios, bienes y dotaciones vigentes a la fecha y el personal con su actual situación de revista. Esta medida había sido anunciada oficialmente el 20 de mayo, pero se efectiviza recién ahora.

En tercer lugar, el Gobierno sustituyó un anexo que determina el Organigrama de Aplicación de la Administración Nacional centralizada hasta nivel de Subsecretaría, aprobado por el artículo 1º del Decreto Nº 50 del 19 de diciembre de 2019.

Con esto, Fernández y Manzur le actualizaron la estructura ministerial a la flamante jefa de Economía, Silvina Batakis, algo que el antecesor Martín Guzmán venía reclamando sin éxito hasta su renuncia.

Casa Rosada Reunión Gabinete
Gabriela Cerruti y la llegada de Batakis: “El plan económico sigue su rumbo”
El Gobierno aclaró que hasta tanto se concluya con la reestructuración de las áreas afectadas por la presente medida, se mantendrán vigentes las aperturas estructurales existentes de nivel inferior a Subsecretaría, las que transitoriamente mantendrán las acciones, dotaciones vigentes y personal con su actual situación de revista.

También dijo que hasta tanto se efectúen las adecuaciones presupuestarias correspondientes, la atención de las erogaciones de las funciones transferidas de Desarrollo Productivo a Economía serán atendidas con cargo a los créditos presupuestarios de la Jurisdicción de origen de las mismas.",,
Política,Economía y Situación Social,https://www.facebook.com/LaVoz.com.ar/posts/pfbid06nFwvQxxUpv5T6q73XtZrHc4b4YfaYMdUmFThwua7kFiVwc56CMNeMyXnnWmSd7ol,Interna oficialista,Organizaciones sociales reclaman Salario Básico Universal,Grabois amenazó al gobierno nacional,Nacional,Juan Grabois,Declaraciones Políticos,20/7/2022,La Voz del Interior,Si,16,1,0,0,83,0,14,0,,119,2,235,El tono dramático del discurso del dirigente social kirchnerista reflejó el quiebre existente entre el Gobierno nacional y movimientos sociales oficialistas.,"Grabois al Presidente: “¿Para qué te pusimos ahí? ¡Para que haya menos pobreza, no más!”
Juan Grabois, dirigente kirchnerista.
Juan Grabois, dirigente kirchnerista.
LO MÁS LEÍDO
Papá y mamá se las ingeniaron para darle a su hijo lo que pedía para las vacaciones de invierno. (Villa María Ya)
VIRAL
Ingenio de papá y mamá: su hijo les pidió una “Big Mac”, no la podían comprar y así lo resolvieron
1
La Tonadita, fábrica de manteca y quesos
NEGOCIOS
La empresa familiar de Villa María que llevó la manteca al techo: historia de un “boom” industrial
2
La ley y el orden
TV
Asesinaron a un miembro del equipo de la “Ley y el orden” en pleno set
3
No lo saludaron: Mauricio Macri en Ituzaingó, en la provincia de Buenos Aires
POLÍTICA
A Macri le negaron el saludo en Ituzaingó: “Danos de comer con lo que te robaste”
4
Gabriela Cerruti habló sobre las retenciones. (Captura TV)
POLÍTICA
Batakis analiza nuevas medidas económicas: se anunciaría un tipo de cambio diferenciado para turismo
5
El tono dramático del discurso del dirigente social kirchnerista reflejó el quiebre existente entre el Gobierno nacional y movimientos sociales oficialistas.

Horacio Aizpeolea
Horacio Aizpeolea
Miércoles, 20 de julio de 202200:01 hs
“¡Es obvio que esto no da para más! ¿Para qué te pusimos ahí? ¡Para que haya menos pobreza, no para que haya más! ¡Es matemática hermano!”. El tono dramático del discurso del dirigente social Juan Grabois reflejó el quiebre existente entre el Gobierno nacional y movimientos sociales oficialistas. El dirigente social expuso este miércoles sus quejas contra el presidente Alberto Fernández, en un acto en el que se reclamó la implementación del Salario Universal Básico.

El Puente Pueyrredón, límite entre Avellaneda y CABA, fue el acto central de una protesta que se multiplicó en distintos centros urbanos del país (”más de 50″, dijeron los organizadores). La novedad política fue que a la movilización impulsada por la Unión de Trabajadores de la Economía Popular (UTEP), simpatizante hasta ahora del gobierno nacional, adhirió el Polo Obrero, integrante del opositor Frente de Unidad Piquetera.

Juan Grabois en la marcha piquetera del Puente Pueyrredón
El duro mensaje de Grabois: “Estamos dispuestos a dejar nuestra sangre en la calle”
Además del Salario Básico Universal, otras consignas fueron “un aumento salarial generalizado”, “aumento para la jubilación mínima” y “aguinaldo para el Potenciar Trabajo”.

“Los que me siguen saben que en el momento de mayor persecución de Cristina (Kirchner) yo estuve ahí. Pero ahora no me importa Cristina. El problema de los grandes políticos no es nuestro problema”, dijo Grabois a los delegados y delegadas de comedores populares reunidos.

Organizaciones sociales piden un salario básico universal este miércoles en Córdoba. (Pedro Castillo/La Voz)
Organizaciones sociales marcharon en Córdoba y reclamaron por el salario básico universal
El reclamo planteado fue: un salario básico universal de 20.000 pesos y un aguinaldo para los beneficiarios del Potenciar Trabajo (1.332.271 personas con ingresos de 22.770 pesos mensuales). A principios de semana, el jefe de Gabinete, Juan Manzur, y el ministro de Desarrollo Social, Juan Zabaleta, ratificaron que no se ampliará a más beneficiarios el Potenciar Trabajar.

En los primeros seis meses de 2022, el Gobierno gastó 182.015 millones de pesos en el programa Potenciar Trabajo, una pauta que fue 57,1% superior en términos reales (por encima de la inflación) a la del mismo período del 2021, en plena salida de la pandemia de Covid-19. La ministra de Economía, Silvina Batakis, ya ha dicho que busca ordenar las cuentas y contener el déficit fiscal.

Movimiento Evita
Radiografía del Movimiento Evita: albertista a nivel nacional y schiarettista en Córdoba
Marcha de las organizaciones sociales oficialistas y opositoras están cortados los principales accesos a la Ciudad Juan Grabois en el puente Pueyrredon. (Clarín)
Marcha de las organizaciones sociales oficialistas y opositoras están cortados los principales accesos a la Ciudad Juan Grabois en el puente Pueyrredon. (Clarín)
Semanas atrás, el Potenciar Trabajo quedó envuelto en las discusiones internas del Frente de Todos: Cristina Kirchner, públicamente, reclamó que el Estado tome el control de los planes, para dejarlos fuera de la influencia de las organizaciones sociales.

El mensaje lanzado desde la tribuna del Puente Pueyrredón por Juan Grabois fue directo y no admiten segundas lecturas. “Alberto, mirá a lo que llegamos, a pedirte que no haya extrema pobreza en uno de los países más ricos del mundo”, le dijo Grabois al Presidente. Le pidió que si no se puede evitar la pobreza, al menos que no haya indigentes.

“¡Es una cosa tan elemental que yo no entiendo por qué no se dan cuenta que no es política, la puta madre! ¡Es obvio que esto no da para más! ¿Para qué te pusimos ahí? ¡Para que haya menos pobreza, no para que haya más! ¡Es matemática hermano!”, insistió Grabois.

Fue entonces que dejó uno de los párrafos más duros contra Alberto Fernández: “¡Y si no te gusta el salario universal, inventá otra cosa! Traé una propuesta mejor, no nos salgás a decir que hay que calmar a los mercados. ¡Vení y calmanos a nosotros, porque vamos a ser 5 mil o 200 mil, no sé cuántos! Pero hay algunos gauchos y gauchas acá que estamos dispuestos a dejar nuestra sangre en la calle para que no siga habiendo este hambre en la Argentina”.

Juan Grabois
Juan Grabois: El Frente de Todos fue exitoso para ganarle a Macri, pero no tenía un plan
Terminado el acto, continuaron las asambleas entre los referentes de los distintos grupos (Darío Santillán, Partido Piquetero, UTEP, entre otros). Posiblemente la semana que viene haya otra movilización, esta vez articulada con la Unidad Piquetera, el grupo que integra el Polo Obrero. Tienen algunos puntos en común en las agendas de protesta.

El revuelo entre algunos movimientos sociales cercanos al gobierno (el Movimiento Evita, por ahora, se mantiene al margen y no moviliza) podría tener un impacto político concreto dentro del Frente de Todos. De los 116 integrantes del bloque oficialistas, tres responden al grupo de Juan Grabois. Acaban de presentar un proyecto de ley de Salario Básico Universal, dirigido a siete millones y medio de personas. El eventual alejamiento de los tres diputados haría que el bloque oficialista pierda la primera minoría a expensas de Juntos.

Este miércoles, el Presidente participó de un acto oficial en Avellaneda, en el que se entregaron créditos para vivienda. Alberto Fernández no aludió a la protesta piquetera. “Para los que están preocupados, ni la obra pública ni la vivienda se van a paralizar por nada. Vamos a seguir construyendo casas, y vamos a seguir haciendo los caminos, las cloacas, las obras hídricas que hacen falta en la Argentina”, dijo.",,
Política,Economía y Situación Social,https://www.facebook.com/Cadena3Argentina/posts/pfbid0nDfUmHtXBUQL2bs8894czBWqh5NKEieZoMjARrcqfPTWCgNFALEL9YjH5QcJnUSAl,Interna Oficialista,El Presidente eliminó la Unidad de Comunicación de Cerruti ,,Nacional,Gabriela Cerruti - Alberto Fernández,Declaraciones Políticos,19/7/2022,Cadena 3,Si,31,1,1,0,54,0,13,0,,88,6,194,"El periodista Julio Perotti analizó con Alejandro Bustos y Rodrigo Ipolitti las falencias comunicacionales de la administración de Alberto Fernández. El rol de Cerruti, la forma en que se dice y lo que no se menciona h","La comunicación, una de las grandes fallas del Gobierno
El periodista Julio Perotti analizó con Alejandro Bustos y Rodrigo Ipolitti las falencias comunicacionales de la administración de Alberto Fernández. El rol de Cerruti, la forma en que se dice y lo que no se menciona. Audio.

18/07/2022 | 20:34

Redacción Cadena 3

  

AUDIO: La comunicación, una de las grandes fallas del Gobierno nacional

‹›",,
Política,Economía y Situación Social,https://www.instagram.com/p/CgQbyy_sIKj/,Interna oficialista,Organizaciones sociales reclaman Salario Básico Universal,Grabois amenazó al gobierno nacional,Nacional,Juan Grabois,Declaraciones Políticos,20/7/2022,Instagram-LaVoz,Si,,,,,,,,,131,26,,157,"“¡Es obvio que esto no da para más! ¿Para qué te pusimos ahí? ¡Para que haya menos pobreza, no para que haya más! ¡Es matemática hermano!”.

► El tono dramático del discurso del dirigente social Juan Grabois reflejó el quiebre existente entre el Gobierno nacional y movimientos sociales oficialistas.

► El dirigente social expuso ayer sus quejas contra el presidente Alberto Fernández, en un acto en el que se reclamó la implementación del Salario Universal Básico.

► Además del Salario Básico Universal, otras consignas fueron “un aumento salarial generalizado”, “aumento para la jubilación mínima” y “aguinaldo para el Potenciar Trabajo”.",,,
Seguridad,,https://www.instagram.com/p/CgKjFLNsD3D/,Incendio,Incendio en el Camino del Cuadrado,,Provincial,,,18/7/2022,Instagram-ElDoceTv,Si,,,,,,,,,6538,400,,6938,"El fuego, a metros del Camino del Cuadrado 😔

🔥Un incendio forestal se desató este lunes en el Camino del Cuadrado, la ruta que une Punilla con las localidades de las Sierras Chicas.

🚒 Varias dotaciones de bomberos trabajan en el lugar asistidos por dos aviones hidrantes.

❗ Por la presencia de humo, la Policía Caminera cortó por precaución el tránsito en la ruta.

📹 Vecinos del sector",,,
Seguridad,,https://www.facebook.com/LaVoz.com.ar/posts/pfbid0mKu6kTnSyHLGEsAqgZLWtx8kjEs9NeEdsAeSz8mEYaNdRVqcqmgbFT7xCxSepyXCl,Incendio,Se incendió la casa y murieron,,Nacional,,,20/7/2022,La Voz del Interior,Si,88,1,9,0,1,1900,8,0,,130,58,2195,Tragedia en Comodoro Rivadavia. Una mamá intentó salvar a sus dos hijos de un incendio y los tres murieron abrazados abajo de una cama. El perro de la familia también estaba junto a ellos.,"Intentó salvar a sus dos hijos de un incendio y los tres murieron abrazados abajo de una cama
La mamá falleció intentando proteger a sus hijos en medio del incendio. Todos fallecieron.
La mamá falleció intentando proteger a sus hijos en medio del incendio. Todos fallecieron.
LO MÁS LEÍDO
Papá y mamá se las ingeniaron para darle a su hijo lo que pedía para las vacaciones de invierno. (Villa María Ya)
VIRAL
Ingenio de papá y mamá: su hijo les pidió una “Big Mac”, no la podían comprar y así lo resolvieron
1
La Tonadita, fábrica de manteca y quesos
NEGOCIOS
La empresa familiar de Villa María que llevó la manteca al techo: historia de un “boom” industrial
2
La ley y el orden
TV
Asesinaron a un miembro del equipo de la “Ley y el orden” en pleno set
3
No lo saludaron: Mauricio Macri en Ituzaingó, en la provincia de Buenos Aires
POLÍTICA
A Macri le negaron el saludo en Ituzaingó: “Danos de comer con lo que te robaste”
4
Gabriela Cerruti habló sobre las retenciones. (Captura TV)
POLÍTICA
Batakis analiza nuevas medidas económicas: se anunciaría un tipo de cambio diferenciado para turismo
5
La tragedia ocurrió en Comodoro Rivadavia. El perro de la familia también falleció junto a ellos. Las muertes habrían sido por asfixia.

Redacción LAVOZ
Redacción LAVOZ
Jueves, 21 de julio de 202208:32 hs
Una madre y sus dos pequeños hijos murieron este miércoles en el incendio que se registró en una vivienda de Comodoro Rivadavia, en Chubut. Dentro del domicilio estaba una mujer de 35 años con sus tres hijos, de 9, 5 y 2 años. Solo el mayor logró sobrevivir.

El incendio se produjo “por razones que aún tratamos de establecer para lo cual está trabajando criminalística”, indicaron a Télam desde el cuerpo de bomberos voluntarios que llegó a la calle Las Rosas casi Huergo, cuando el incendio estaba generalizado.

En el interior de la vivienda también fue encontrada una mascota en medio de la mamá y sus hijos.

Un camionero alcoholizado atropelló y mató a un niño de 4 años en Tartagal, Salta.
Salta: un conductor alcoholizado chocó y mató a un niño de 4 años
Según confirmaron fuentes policiales, la mujer alcanzó a avisarle por teléfono a su marido sobre lo que estaba pasando. Los primeros en llegar al lugar fueron los vecinos, que lograron rescatar al nene de 9 años. La mamá entró para sacar a los otros dos hermanitos pero no sobrevivió.

TRAGEDIA EN COMODORO RIVADAVIA: CÓMO FUE EL INCENDIO
Las llamas comenzaron antes de las 11 de la mañana de este miércoles en una vivienda del barrio San Martín de dicha localidad. “Cuando llegamos el incendio estaba generalizado y había alcanzado la parte del techo, con el cielo raso totalmente tomado por el fuego”, explicó el jefe del cuartel que intervino, José Ayamilla, a los medios locales.

El intenso viento que sopla en la zona ayudó a que el fuego se propagara.

Cuando el padre logró llegar a la casa, el fuego se había generalizado y ya no había nada por hacer.

Producto del incendio murieron una mujer, sus dos hijos y el perro de la familia. (Radio 3 Cadena Patagonia)
Producto del incendio murieron una mujer, sus dos hijos y el perro de la familia. (Radio 3 Cadena Patagonia)
El cuerpo de la madre fue encontrado junto al de sus pequeños en la pieza de los chicos. Se habían escondido debajo de la cama para evitar ser alcanzados por las llamas.

La causa de muerte habría sido por asfixia debido a la cantidad de humo que rápidamente se extendió por toda la casa, quequedó totalmente consumida por las llamas.

La zona donde encontraron los cuerpos. (La Capital)
Rosario: asesinaron a dos hermanas y encontraron sus cuerpos en un basural
“Los abrazó a los pequeños abajo de una cama y esa escena desgarradora fue la que se encontraron los bomberos al ingresar tras sofocar el fuego. La mascota de la familia, un caniche, se encontraba en medio de ellos”, indicó uno de los bomberos al medio local.

En las últimas horas de este miércoles, se esperaba la llegada de personal de Criminalística para la realización de las pericias de rigor y que puedan establecer las causas de las llamas.",,
Seguridad,,https://www.instagram.com/p/CgKaqRwggZ9/,Incendio,Incendio en el Camino del Cuadrado,,Provincial,,,18/7/2022,Instagram-LaVoz,Si,,,,,,,,,650,66,,716,"Verificado
[Noticia en desarrollo]

🔥Incendio en Camino del Cuadrado
Es a la altura del kilómetro 18.

Trabajan Bomberos Voluntarios de Salsipuedes y de la región.",,,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid02nJMjtKATzKUeXt921xPNx3NRm3aiS8J94YqizuEgHnEXJT8XV3BF2EjjSQ2qc4Cql,Incendio,Incendio en el Camino del Cuadrado,,Provincial,,,18/7/2022,ElDoceTv,Si,115,0,31,0,0,140,49,2,,16,55,408,"🔴[URGENTE] 
Policía Caminera cortó el tránsito en la ruta. Bomberos trabajan en el lugar asistidos por dos aviones hidrantes.","Contuvieron el incendio y reabrieron el Camino del Cuadrado
Los bomberos combatieron el fuego que se desató entre los kilómetros 14 y 17. Los videos que grabaron vecinos del sector.
Por: El DoceLunes 18 de Julio de 2022
FacebookTwitterG-PlusCommentsPrintEmail
incendio-camino-cuadrado
Bomberos realizan tareas de enfriamiento.
Un incendio forestal se desató este lunes después del mediodía en el Camino del Cuadrado, la ruta que une Punilla con las localidades de las Sierras Chicas. Varias dotaciones de bomberos y dos aviones hidrantes contuvieron el fuego. 

Desde la Secretaría de Gestión de Riesgo de la provincia informaron que personal de Bomberos y del Etac está realizando tareas de enfriamiento para evitar reinicios.

+ VIDEO: vecinos de la zona filmaron el avance del fuego:


 

En tanto, la Policía Caminera habilitó el tránsito vehicular pero solicitan que se circule con precaución. Lo habían cerrado por la baja visibilidad provocada por el humo. 

+ El Ministerio de Seguridad precisó la situación:


+ Fuego y humo, a pocos metros de la ruta:

",,
Seguridad,,https://www.facebook.com/LaVoz.com.ar/posts/pfbid0HSAphaXzsW66i6yFvFCQUryQhUaihpsYDVV4LEXwkidnjVDynZZTZNABXFeREtuml,Incendio,Se incendió la casa y murieron,,Nacional,,,21/7/2022,La Voz del Interior,Si,14,0,1,0,1,292,0,0,,17,5,330,Intentó salvar a sus dos hijos de un incendio y los tres murieron abrazados abajo de una cama. Ocurrió en Comodoro Rivadavia. El perro de la familia también falleció junto a ellos.,"Intentó salvar a sus dos hijos de un incendio y los tres murieron abrazados abajo de una cama
La mamá falleció intentando proteger a sus hijos en medio del incendio. Todos fallecieron.
La mamá falleció intentando proteger a sus hijos en medio del incendio. Todos fallecieron.
LO MÁS LEÍDO
Papá y mamá se las ingeniaron para darle a su hijo lo que pedía para las vacaciones de invierno. (Villa María Ya)
VIRAL
Ingenio de papá y mamá: su hijo les pidió una “Big Mac”, no la podían comprar y así lo resolvieron
1
La Tonadita, fábrica de manteca y quesos
NEGOCIOS
La empresa familiar de Villa María que llevó la manteca al techo: historia de un “boom” industrial
2
La ley y el orden
TV
Asesinaron a un miembro del equipo de la “Ley y el orden” en pleno set
3
No lo saludaron: Mauricio Macri en Ituzaingó, en la provincia de Buenos Aires
POLÍTICA
A Macri le negaron el saludo en Ituzaingó: “Danos de comer con lo que te robaste”
4
Gabriela Cerruti habló sobre las retenciones. (Captura TV)
POLÍTICA
Batakis analiza nuevas medidas económicas: se anunciaría un tipo de cambio diferenciado para turismo
5
La tragedia ocurrió en Comodoro Rivadavia. El perro de la familia también falleció junto a ellos. Las muertes habrían sido por asfixia.

Redacción LAVOZ
Redacción LAVOZ
Jueves, 21 de julio de 202208:32 hs
Una madre y sus dos pequeños hijos murieron este miércoles en el incendio que se registró en una vivienda de Comodoro Rivadavia, en Chubut. Dentro del domicilio estaba una mujer de 35 años con sus tres hijos, de 9, 5 y 2 años. Solo el mayor logró sobrevivir.

El incendio se produjo “por razones que aún tratamos de establecer para lo cual está trabajando criminalística”, indicaron a Télam desde el cuerpo de bomberos voluntarios que llegó a la calle Las Rosas casi Huergo, cuando el incendio estaba generalizado.

En el interior de la vivienda también fue encontrada una mascota en medio de la mamá y sus hijos.

Un camionero alcoholizado atropelló y mató a un niño de 4 años en Tartagal, Salta.
Salta: un conductor alcoholizado chocó y mató a un niño de 4 años
Según confirmaron fuentes policiales, la mujer alcanzó a avisarle por teléfono a su marido sobre lo que estaba pasando. Los primeros en llegar al lugar fueron los vecinos, que lograron rescatar al nene de 9 años. La mamá entró para sacar a los otros dos hermanitos pero no sobrevivió.

TRAGEDIA EN COMODORO RIVADAVIA: CÓMO FUE EL INCENDIO
Las llamas comenzaron antes de las 11 de la mañana de este miércoles en una vivienda del barrio San Martín de dicha localidad. “Cuando llegamos el incendio estaba generalizado y había alcanzado la parte del techo, con el cielo raso totalmente tomado por el fuego”, explicó el jefe del cuartel que intervino, José Ayamilla, a los medios locales.

El intenso viento que sopla en la zona ayudó a que el fuego se propagara.

Cuando el padre logró llegar a la casa, el fuego se había generalizado y ya no había nada por hacer.

Producto del incendio murieron una mujer, sus dos hijos y el perro de la familia. (Radio 3 Cadena Patagonia)
Producto del incendio murieron una mujer, sus dos hijos y el perro de la familia. (Radio 3 Cadena Patagonia)
El cuerpo de la madre fue encontrado junto al de sus pequeños en la pieza de los chicos. Se habían escondido debajo de la cama para evitar ser alcanzados por las llamas.

La causa de muerte habría sido por asfixia debido a la cantidad de humo que rápidamente se extendió por toda la casa, quequedó totalmente consumida por las llamas.

La zona donde encontraron los cuerpos. (La Capital)
Rosario: asesinaron a dos hermanas y encontraron sus cuerpos en un basural
“Los abrazó a los pequeños abajo de una cama y esa escena desgarradora fue la que se encontraron los bomberos al ingresar tras sofocar el fuego. La mascota de la familia, un caniche, se encontraba en medio de ellos”, indicó uno de los bomberos al medio local.

En las últimas horas de este miércoles, se esperaba la llegada de personal de Criminalística para la realización de las pericias de rigor y que puedan establecer las causas de las llamas.",,
