Vertical 1,Vertical 2,Noticia (link),Etiqueta,Etiqueta específica,etiqueta 3,Región,Personalidad destacada,...9,Fecha,Diario,Si,Me gusta,Simpatía,Asombro,Diversión,Descreimiento,Tristeza,Enojo,Me importa,Likes,Comentarios...22,Compartidos,Interacciones,Cuerpo del Post,Cuerpo de la noticia,Comentarios...27,Link del comentario
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid02dappKQ8pQZoDeSL7wNnCNMpJViR6gP5e6Jg31tY3d92bC4dJkbeDx75JsLxU1N7Rl,Violencia,Pelearon a la salida del boliche y quedó con muerte cerebral,Alta Gracia,Provincial,,,18/7/2022,ElDoceTv,Si,403,4,45,0,3,2000,95,3,,294,119,2966,"Ataque y muerte en Alta Gracia
El joven que estaba con muerte cerebral falleció en la madrugada de este lunes. Tenía 19 años y su agresor está prófugo. La palabra del fiscal a cargo del caso.","Murió el joven que fue golpeado con una piedra en la cabeza a la salida de un baile en Alta Gracia
El fiscal del caso confirmó que el presunto autor está prófugo de la Justicia. La víctima tenía 19 años y estaba internado en el Hospital San Roque de la capital.
Por: El DoceLunes 18 de Julio de 2022
FacebookTwitterG-PlusCommentsPrintEmail
Joaquín González piedrazo Alta Gracia.
Estaba internado con muerte cerebral.
En la madrugada de este lunes se confirmó el fallecimiento de Joaquín González, el chico de 19 años oriundo de Alta Gracia que estaba internado con muerte cerebral en el Hospital San Roque de Córdoba. Sufrió un fuerte golpe en la cabeza, producto de un piedrazo que recibió en la esquina de Avenida del Libertador y Lincoln.

Según indicó el fiscal Alejandro Peralta Otonello a ElDoce.tv, la víctima había salido de un baile de “La Banda de Carlitos” en Complejo Coloccini y pasaba por el lugar caminando con amigos y su novia.

+ MIRÁ MÁS: Detuvieron a un repartidor con 50 envoltorios de marihuana

Debió ser trasladado al Hospital Illia y luego, por la gravedad del cuadro, fue derivado a la capital.

Peralta Otonello también expresó que tienen “datos probatorios para disponer la detención de un hombre mayor de edad por supuesto autor del delito de homicidio simple”. 

Durante el domingo se realizó un allanamiento en el domicilio de quién sería el agresor. Está prófugo de la Justicia.",,
Seguridad,,https://www.facebook.com/LaVoz.com.ar/posts/pfbid02FzWgGAx4xDFQHvuUNBR91Bq6gUvafm1xQWswXPoDMfL8f8FRwCUGDjQwMRPf9wrUl,Violencia,Pelearon a la salida del boliche y quedó con muerte cerebral,Alta Gracia,Provincial,,,18/7/2022,La Voz del Interior,Si,291,5,29,0,0,1800,314,8,,299,115,2861,"Tristísima y dolorosa noticia enluta a Alta Gracia y Córdoba. El agresor que le dio con un ladrillo en la cabeza aún permanece prófugo.
","www.lavoz.com.ar /sucesos/murio-joaquin-el-joven-que-fue-brutalmente-golpeado-en-una-pelea-a-la-salida-de-un-baile-en-alta-gracia/
Murió Joaquín, el joven que fue brutalmente golpeado en una pelea a la salida de un baile en Alta Gracia
Redacción LAVOZ2-3 minutes 18/7/2022
Tenía 19 años y fue golpeado en la cabeza por otro sujeto a la salida de una fiesta. Desde la Justicia confirmaron el deceso.

lunes, 18 de julio de 202208:12 hs

Finalmente, en la madrugada de este lunes, murió Joaquín González, el joven residente en Alta Gracia que fue duramente golpeado por otro a la salida de un baile en esa ciudad este fin de semana.

El fallecido había recibido el impacto de un trozo de ladrillo en su cabeza que le provocó serias heridas por traumatismo de cráneo, por lo que fue derivado hacia un hospital en Córdoba

El fiscal que lleva adelante la investigación confirmó el deceso de Joaquín.

En tanto, confirmó que la Justicia sigue buscando al autor del hecho que ahora seguramente será imputado por homicidio simple. El sujeto está identificado pero en calidad de prófugo.

Cómo ocurrió la pelea en Alta Gracia donde mataron a Joaquín
Fue en el marco de un nuevo caso de violencia urbana. El hecho sucedió pasadas las 5 de la mañana del domingo en la intersección de la avenida del Libertador y la calle Lincoln, en Alta Gracia.

La víctima y el agresor estuvieron dentro del baile que se llevó a cabo en un complejo privado. Por causas que se investigan, a la salida de la fiesta, la víctima recibió un golpe con un objeto contundente en su cabeza.

Allegados a la investigación indicaron que no hubo armas de fuego ni cuchillos. “No hablamos de riña”, apuntaron.

En primera instancia, el joven herido fue trasladado hacia el Hospital Arturo Illia de Alta Gracia. Allí le brindaron los primeros auxilios y determinaron su traslado al Hospital San Roque, en Capital, adonde llegó en estado crítico.

Durante toda la tarde del domingo se realizaron operativos en la ciudad del Tajamar para dar con el autor del ataque. Joaquín estuvo en grave estado y finalmente falleció este lunes por la mañana.",,
Seguridad,,https://www.instagram.com/p/CgQOAUrsq0w/,Violencia,Patota ataca y roba a la gente ,Parque Sarmiento,Municipal,,,20/7/2022,Instagram-LaVoz,Si,,,,,,,,,2237,226,,2463,"Comerciantes del Parque Sarmiento denunciaron este miércoles que desde hace semanas viven una pesadilla: una pandilla de al menos 30 personas se dedica durante los domingos a robar y golpear a los visitantes del lugar.

👉🏻 Apostados en la intersección de las calles Deodoro Roca y Amado Roldán, frente al Súper Park, unos 30 hombres –cuyas edades oscilan entre los 18 y los 40 años– aprovechan la escasa presencia policial para arrebatar los teléfonos celulares de aquellos que pasean por el parque. Los que se resisten, son brutalmente golpeados.

👉🏻 Si bien andan durante toda la semana, los hechos delictivos ocurren con más frecuencia durante los domingos. “Nosotros llamamos a la Policía, pero cuando llegan o ya se fueron o dicen que no pueden hacer nada, porque hay menores”, señaló.

👉🏻 La mujer añadió que es “muy difícil” trabajar en esas condiciones y se quejó porque las ventas cayeron: la gente teme acercarse al lugar.",,,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid02RB2CFcgFX9rHWubBAquNUdimH7mHzofZu9FGbk3NKTYoRnhqQXEBKJHCdwyUeeF6l,Violencia,Pelearon a la salida del boliche y quedó con muerte cerebral,Alta Gracia,Provincial,,,18/7/2022,ElDoceTv,Si,423,0,122,0,0,600,49,2,,133,53,1382,"Violencia extrema
El lamentable hecho ocurrió después de un evento en el Complejo Coloccini de la ciudad del departamento Santa María. El agresor está identificado y sería detenido en las próximas horas.","Alta Gracia: una pelea a la salida de un baile dejó como saldo un joven con muerte cerebral
Lo confirmó a ElDoce.tv el fiscal a cargo de la investigación, Alejandro Peralta Otonello. El chico está internado en el Hospital San Roque, donde se encuentra en coma, con respiración automática.
Por: El DoceDomingo 17 de Julio de 2022
FacebookTwitterG-PlusCommentsPrintEmail
san roque
El joven de 19 años está internado en el Hospital San Roque.
Un lamentable hecho de violencia urbana tuvo lugar en la localidad cordobesa de Alta Gracia. Después de un baile en el Complejo Coloccini de aquella ciudad, un joven de 19 años resultó gravemente lesionado producto de una pelea en la intersección de la Avenida del Libertador y Lincoln.

+ MIRÁ MÁS: Un hombre murió en un accidente vial en las inmediaciones de Embalse

El episodio sucedió en la madrugada del domingo 17, alrededor de las seis de la mañana. Aparentemente, en el marco de una pelea entre asistentes al mencionado evento, uno de los participantes agredió con un objeto contundente a la víctima, lo que le provocó un severo traumatismo de cráneo. Se investigan las causas de la trifulca.

Los acompañantes del joven lo trasladaron al Hospital Illia. Posteriormente, luego de brindarle primeros auxilios, fue derivado al Hospital San Roque, donde se encuentra internado. Según palabras del doctor Alejandro Peralta Otonello, a cargo de la Fiscalía de 2º Turno, encargada de la investigación, el chico está ""en coma, con respiración automática"".

""Formalmente no hay acta de defunción, pero hay muerte cerebral"", aclaró a ElDoce.tv. Además, reveló que el agresor está identificado y se libró su orden de detención. El caso se encuentra calificado como ""tentativa de homicidio simple"".",,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid0AJbEaqiPJJjiwPYmox8tebvGepiCiBe68GsgD8iJgVHzCt4f9vqJmZ8Tw4xZ4ZFNl,Violencia,Patota ataca y roba a la gente ,Parque Sarmiento,Municipal,,,20/7/2022,ElDoceTv,Si,264,1,55,0,3,17,335,1,,382,222,1280,"Una patota que preocupa en el Parque Sarmiento 
Trabajadores de la zona aseguran que son alrededor de 30 agresores de todas las edades que golpean, roban y amenazan a la gente con armas.
El testimonio de una víctima de la patota en >> LagartoShow","Una pandilla en el Parque Sarmiento: roban, atacan a golpes y amenazan con armas
Son alrededor de 30 agresores de todas las edades. Trabajadores de la zona expresaron su preocupación en El Show del Lagarto.
Por: El DoceMiércoles 20 de Julio de 2022
pandilla parque sarmiento
Los hechos se repiten en la esquina de Amado Roldan y Deodoro Roca.
Una situación de extrema violencia e inseguridad en el Parque Sarmiento se volvió crítica. Una pandilla de alrededor de 30 personas de todas las edades roba y ataca a golpes a la gente y trabajadores de la zona. Los hechos se repiten en la esquina de Amado Roldan y Deodoro Roca.

Los propietarios de los carritos que venden comidas y bebidas en las afueras del Super Park expresaron su preocupación y pidieron ayuda en El Show Del Lagarto. Según indicaron, los agresores también amenazan con armas de fuego y cuchillos.  

+ La zona donde ataca la patota: 



“Nosotros averiguamos y supuestamente se hacen llamar La banda del 22 Hay de todas las edades, de 20 a 40 años. Roban gorras o celulares y cuando la gente se quiere defender les pegan y los dejan moribundos en el piso”, lamentó una mujer, dueña de unos de los puestos.

+ MIRÁ MÁS: Adoptó a una niña de 10 años y luchó contra prejuicios: “Hay que dejar lo ideal y buscar lo real”

Por otro lado, precisó que los episodios ocurren desde hace tiempo todos los domingos y que nadie les da una solución. “Nosotros llamamos a la Policía, pero cuando llegan o ya se fueron o dicen que no pueden hacer nada porque hay menores”, agregó.

Además, la mujer habló de lo difícil que se les hace trabajar en esas condiciones ya que sus ventas han disminuido porque la gente tiene miedo de acercarse. Y agregó: “Tenemos miedo de que alguien termine muy mal en el hospital, incluso ya ha pasado con el hijo de una de las trabajadoras de acá. No viene nadie porque insultan a la gente, se drogan, un desastre”.

+ VIDEO: así son los episodios que se repiten en el Parque Sarmiento: 

Play Video
El testimonio de una víctima

Facundo tiene 19 años y hace unos días contó que fue víctima de la patota. “Vinimos con unos amigos al Super Park y uno me silva, me doy vuelta y me dicen ` dame el celular´, le dije que no se lo iba a dar y se acercaron muchos chicos de diferentes edades. Uno me cortó la bandolera y cuando me quise defender me empezaron a pegar”, recordó el joven.

Luego, agradeció a los trabajadores de la zona que lo ayudaron. Los agresores no llegaron a provocarle heridas de gravedad, pero sí le robaron el celular. 


Facundo, el joven que fue agredido por la patota. ",,
Seguridad,,https://www.facebook.com/LaVoz.com.ar/posts/pfbid0BnRqAS1wUh748mFTJbNcwVFuabp1qt1NLziNnMbU6D6nWvCe2DvZ4JLk66gvgKKUl,Violencia,Chofer de Coniferal agrede a una pasajera,,Municipal,,,15/7/2022,La Voz del Interior,Si,216,4,105,0,24,35,161,1,,563,60,1169,Una pelea escandalosa que se produjo entre una pasajera y un colectivero de la empresa Coniferal. Se viralizó y volvió a poner en el tapete el tema de la violencia urbana.,"Video: escandalosa pelea con arañazos entre una pasajera y un chofer de Coniferal
Córdoba. Así quedó el chofer tras ser atacado por una pasajera (La Voz).
Córdoba. Así quedó el chofer tras ser atacado por una pasajera (La Voz).
LO MÁS LEÍDO
Jonathan Romo
SUCESOS
Quién era Jonatan Romo, el joven de La Falda cuya muerte sacudió a la Policía de Córdoba
1
Angileri habló como nuevo jugador del Getafe
FÚTBOL
Lo “colgaron” en River por no querer renovar y ahora fue presentado en un club de Europa
2
Restaurante Socavones, en la bodega Terra Camiare de Colonia Caroya.
COMER Y BEBER
El único restaurante de bodega en Córdoba que, además, sirve platos abundantes
3
Feriados 2022: ¿Cuántos fines de semana largos tendrá el calendario?
CIUDADANOS
Feriados 2022: el calendario completo
4
Batakis
POLÍTICA
Batakis dijo que la falta de dólares es “desesperante” y alertó por una situación “delicada”
5
Otra vez, la violencia urbana se expresó en Córdoba.

Redacción LAVOZ
Redacción LAVOZ
Viernes, 15 de julio de 202215:00 hs
Una pelea escandalosa que se produjo entre una pasajera y un colectivero de la empresa Coniferal, de la ciudad de Córdoba, se viralizó y volvió a poner en el tapete el tema de la violencia urbana.

La fuerte discusión se registró arriba de un colectivo -entre la mujer y el chofer- el último miércoles en la zona del bulevar Illia.

“Al subir tres pasajeras, una de ellas sin barbijo, el conductor le pide que se coloque el barbijo, y empieza una discusión entre las dos partes. En medio, una de las pasajeras le rasguña la cara dejándolo todo marcado. El conductor activó el botón de pánico y se hace presente la Policía”, relató Miguel Tolosa, desde Coniferal.

VIDEO: PELEA ENTRE PASAJERA Y CHOFER
Play Video
Como se advierte en las imágenes, una mujer graba parte del episodio donde enfoca al chofer. “Distanciamiento social no hay acá. Mirá como está el colectivo y vos me querés decir que me vas a bajar con un policía”, dijo la pasajera, amenazándolo con exponerlo en los medios. La noticia fue dada a conocer por radio Suquía.

Acto seguido, se ve cuando el conductor le tiró el celular y comenzó un aparente forcejeo entre ambos y otras pasajeras. Ya con la intervención policial, ambas partes realizaron la denuncia correspondiente: el conductor, por agresión física, y la mujer, por maltrato.

Sin embargo, no se registraron detenidos.",,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid022854XKaAaiLhiLXZPNsx9AkKA2nL4LFHMJr9d8AkBD7zKzKcchDWrNbFUwZnhbwgl,Violencia,Pelearon a la salida del boliche y quedó con muerte cerebral,Alta Gracia,Provincial,,,18/7/2022,ElDoceTv,Si,346,2,8,0,2,460,22,2,,65,37,944,"Muerte a la salida del baile
Se entregó el acusado de matar a Joaquín González en Alta Gracia. El joven murió tras recibir un piedrazo en la cabeza.","Se entregó el acusado de matar a un joven a la salida de un baile en Alta Gracia
El sospechoso, de 18 años, se presentó ante la fiscalía. Joaquín González (19) murió tras recibir un piedrazo en la cabeza.
Por: El DoceLunes 18 de Julio de 2022
FacebookTwitterG-PlusCommentsPrintEmail
joaquin gonzalez alta gracia
Joaquín González murió tras recibir un golpe en la cabeza.
Un joven acusado de matar a Joaquín González (19) en Alta Gracia se entregó en la tarde de este lunes. El sospechoso, de 18 años, quedó detenido tras presentarse ante la fiscalía que investiga el homicidio.

González murió esta madrugada luego de haber sido internado en grave estado en el Hospital San Roque de Córdoba. El domingo había sufrido una herida en la cabeza con una piedra que le arrojaron a la salida de un baile.

El acusado, identificado como Yoel Heredia, quedó a disposición del fiscal Alejandro Peralta Otonello, quien ordenó el traslado a la cárcel de Bouwer.

+ MIRÁ MÁS: El fiscal detalló cómo fue la noche del crimen tras el baile en Alta Gracia

""No fue una riña, puede que haya habido una discusión o una pelea entre la víctima y el victimario. Vamos a poder determinar esa circunstancia una vez que avancemos en las declaraciones y analicemos las cámaras"", ssotuvo Peralta Otonello.

La víctima sufrió el golpe cuando caminaba con amigos y su novia. Habían asistido al baile de ""La Banda de Carlitos"" en Complejo Coloccini.

En base a las primeras averiguaciones realizadas sobre el caso, el fiscal confirmó que allanaron el domicilio del principal sospechoso y secuestraron elementos probatorios. Sin embargo, durante ese procedimiento, no pudieron dar con el sospechoso que finalmente decidió entregarse esta tarde.

El dolor de la familia

La tía de Joaquín González expresó el dolor de la familia ante el lamentable espisodio del fin de semana. ""El que hizo esto tiene que pagar para que no se vuelva a repetir"", remarcó la mujer en diálogo con Noticiero Doce.

Además se refirió a los proyectos que tenía el joven, quien estaba de novio y había comenzado a construir un departamento detrás de la casa de su madre.",,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid0DXZLWaBSpsfPTyCp1Sq3AMyRFY8uGMPidoTeRzpRHCho3ShJyeao2ctuGJJdcFQul,Violencia,Patota ataca y roba a la gente ,Parque Sarmiento,Municipal,,,20/7/2022,ElDoceTv,Si,205,0,10,0,0,45,241,0,,129,198,828,"El video del ataque de ""La 22""
Le pegaron a un chico en el Parque Sarmiento y luego a otro en barrio Empalme. La víctima del segundo hecho denunció que atacan con armas blancas. Su relato en LagartoShow.","Video: así ataca la pandilla del Parque Sarmiento
Tras pegarle a un joven de 19, atacaron a otro de 15 en barrio Empalme. Denuncian que son al menos 30 personas y que tienen armas blancas. El relato de la víctima.
Por: El DoceMiércoles 20 de Julio de 2022
ataque pandilla Parque Sarmiento.
La Policía no pudo detenerlos en ninguno de los dos hechos.
Un joven de 15 años fue víctima de un ataque de la banda “La 22” en barrio Empalme de Córdoba capital. El mismo grupo le pegó a un chico en el Parque Sarmiento el pasado domingo.

“Estaba volviendo a mi casa de entrenar. Lo primero que me dijeron fue ‘dame el chaleco y la gorra’ y como me resistí uno me agarró del cuello y me tiró al piso”, comenzó a relatar la víctima en El Show del Lagarto. Y continuó: “Me empezó a pegar y los vecinos empezaron a meterse para que se vayan”.

Sobre la banda, aseguró que “vienen a robarte y cuando ven que no pueden te empiezan a pegar”. También que “aparecieron hace unas semanas en el barrio” y que “ya tienen problemas con todos los vecinos y con la Policía”. Denunció que atacan con armas blancas. 

+ MIRÁ MÁS: Crimen de Romo: denuncian que policías rinden cursos a nombre de otros por encargo

Tras el hecho, el joven dijo que está “asustado”. “El tema es que después te quedas con miedo y no tenes ganas de salir de tu casa”, sostuvo.

La indignación de la mamá

“Uno no puede seguir así, nosotros queremos seguir apostando a este país pero no es vida tener un hijo y que no pueda ir a entrenar porque no sabes si va a volver”, se lamentó. 

+ VIDEO: el relato del joven en El Show del Lagarto:

Play Video
 

La 22

Otra denuncia de un chico de 19 años llegó también a El Show del Lagarto. En este caso, la banda lo atacó el domingo en el Parque Sarmiento para robarle. Como se resistió, comenzaron a pegarle. Le rompieron su riñonera y se llevaron el celular.

Los dueños de los carros de comida de la zona expresaron su indignación sobre los hechos: “Roban gorras o celulares y cuando la gente se quiere defender les pegan y los dejan moribundos en el piso”. Contaron que llaman a la Policía pero que “no hacen nada porque son menores”. Además, denunciaron que sus ventas disminuyeron a raíz de los hechos de inseguridad.",,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid0jPJWD3Nc9QJe8SXhPtxu3UdukXQ588e3xoeyZtjPpTSrAdpsgfPC1TL1UHtSENN3l,Violencia,Pelearon a la salida del boliche y quedó con muerte cerebral,Alta Gracia,Provincial,,,19/7/2022,ElDoceTv,Si,203,2,2,0,4,131,1,0,,68,29,440,"Habló la novia de Joaquín González, quien estuvo la noche de la pelea fatal
La joven exigió justicia y apuntó contra el único detenido por el crimen. Su testimonio en Arriba Córdoba.","La novia de Joaquín González exigió justicia y que el agresor “se pudra en la cárcel”
Milagros reveló que estuvo la noche de la pelea fatal después del baile en Alta Gracia. Sin dar nombres, insistió en que el “único responsable” es el detenido.
Por: El DoceMartes 19 de Julio de 2022
joaquin-gonzalez
Joaquín González murió el fin de semana tras una pelea en Alta Gracia.
Joaquín González (19) fue con su novia Milagros y amigos a un baile en un complejo de Alta Gracia. Cuando salieron del evento, caminaron dos kilómetros y una discusión con otro joven terminó con su vida. Un golpe le provocó muerte cerebral. Investigan si le pegaron con una piedra o si golpeó su cabeza contra el pavimento. 

Yoel Heredia (18) quedó detenido en la cárcel de Bouwer. Está acusado de homicidio simple. La abogada, Agustina Sisso, sostuvo a Telenoche que “no se trató de un hecho criminal propiamente dicho” y adelantó que fue un caso de “legítima defensa”.

 + MIRÁ MÁS: El video de la pelea fatal entre Joaquín González y su agresor después del baile

Milagros estuvo esa noche, fue testigo de la pelea fatal. En diálogo con Arriba Córdoba reveló que ya declaró en la Justicia y confirmó que “hubo una pelea”. “Él (agresor) lo estaba esperando cuando nosotros pasamos”, aseguró. Exigió que se haga justicia y que el acusado “se pudra en la cárcel, como debe ser”. 



En las últimas horas, se difundieron las imágenes de la pelea que registró la cámara de un comercio en avenida del Libertador al 1.600. En el video se observan varios grupos de jóvenes y dos chicos a las piñas. 

Según indicó el fiscal Alejandro Peralta Otonello a este medio, no hallaron ningún elemento contundente en la zona y que “la versión de la presencia de un cascote fue dada por la versión de un testigo”.

En ese sentido, detalló que las pericias forenses determinarán si recibió un golpe con un ladrillo: “Una evidencia de lesión va a tener compatible en su cuerpo, sobre todo en la cabeza. De forma certera lo podremos determinar”.

La carta a Joaquín

A través de su cuenta de Instagram, Milagros le escribió un mensaje a su novio. “La verdad que no lo puedo creer, todavía pienso y pienso que tus mensajes ya no van a llegar más, que no me vas a buscar, que ya no vamos a hacer planes para ir a pasear o para ir a comer, que ya no voy a despertar a tu lado, que Mencia está triste porque no te ve llegar”, comenzó.

“Estoy totalmente destruida cielo. ¿Por qué? ¿Por qué me dejaste mi amor?, no terminamos nuestros sueños, no sé cómo voy a hacer para seguir adelante sin vos mi bebé pero voy a tener fe y voy a dejarte ir, voy a dejar que descanses tranquilo. Sé que allá estás bien y me vas a cuidar porque me lo prometiste, espero que me visites en mis sueños, necesito que me ayudes, necesito que hablemos para que me digas qué hacer y cómo seguir mi amor. Te amo amor de mi vida”, finalizó.



 + VIDEO: La palabra de la novia de Joaquín González en Arriba Córdoba

",,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid0VGSmwSNTEK9VQsLjqyvubHXiAPfpRjR851U858hbPZ1vvUvhVZpZTezNHehcegC7l,Violencia,Pelearon a la salida del boliche y quedó con muerte cerebral,Alta Gracia,Provincial,,,19/7/2022,ElDoceTv,Si,194,1,5,0,1,104,35,0,,62,37,439,"El video de la pelea fatal
Cámaras de seguridad captaron el momento en el que Joaquín González y su agresor se enfrentaron después del baile. Yoel Heredia permanece detenido en Bouwer. El video.","El video de la pelea fatal entre Joaquín González y su agresor después del baile
Aún no encontraron el elemento con el que le habrían pegado en la cabeza. Yoel Heredia permanece detenido en Bouwer.
Por: El DoceMartes 19 de Julio de 2022
pelea-joaquin-gonzalez-alta-gracia-crimen
La defensa del agresor propondrá ""legítima defensa"".
Con la investigación por la muerte de Joaquín González en curso y el presunto agresor detenido, se conoció un video que muestra el momento de la pelea. Ocurrió en avenida del Libertador al 1600, a dos kilómetros de donde se hizo el baile de La Banda de Carlitos al que asistió la víctima.

Hasta el momento no se encontró el elemento con el que le habrían pegado al joven en la cabeza, por lo que se presume que se golpeó contra la vereda o el cordón cuneta.

Agresor detenido

Después de permanecer prófugo por más de un día, Yoel Heredia se entregó en la Fiscalía de Alta Gracia. Fue trasladado a Bouwer por orden del fiscal Peralta Otonello, imputado de homicio simple.

+ MIRÁ MÁS: El fiscal detalló cómo fue la noche del crimen tras el baile en Alta Gracia

“Junto con el Dr. Nayi estamos convencidos de que no se trata de un hecho criminal propiamente dicho”, expresó Agustina Sisso, abogada del imputado en Telenoche. Anticipó que propondrán “legítima defensa”.

+ IMAGEN: el lugar del hecho:



Qué dijo el fiscal

Peralta Otonello fue cauto en sus palabras tras los primeros resultados de su investigación pero confirmó: “No fue una riña, puede que haya habido una discusión o una pelea entre la víctima y el victimario”. Agregó que los jóvenes se conocían ""al menos de nombre"".

+ VIDEO: el momento de la pelea

",,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid02X12UbdwczA6om7kgkTC9nuTamW4i6sbgtRtt7RNE2bNqsqzw39Q9esx2g3gLQHNLl,Violencia,Pelearon a la salida del boliche y quedó con muerte cerebral,Alta Gracia,Provincial,,,18/7/2022,ElDoceTv,Si,94,1,4,0,0,194,28,0,,74,28,423,"Cómo fue el crimen de Joaquín González
El joven murió por un fuerte golpe en la cabeza, producto de una pelea, según confirmó el fiscal en Noticiero Doce. El pedido de Justicia de su tía y la relación con el agresor.","El fiscal detalló cómo fue la noche del crimen tras el baile en Alta Gracia
Confirmó que hubo una “discusión o pelea” entre Joaquín y su agresor, quien está prófugo. Su tía lamentó el hecho y pidió Justicia.
Por: El DoceLunes 18 de Julio de 2022
FacebookTwitterG-PlusCommentsPrintEmail
Crimen Alta Gracia baile Joaquín González.
La víctima habría conocido a su agresor.
La investigación por el crimen de Joaquín González avanza en la Fiscalía de Alta Gracia. El joven sufrió un golpe en la cabeza que le provocó muerte cerebral. Murió esta madrugada.

González había ido al baile de “La banda de Carlitos” que se presentaba en Complejo Coloccini el sábado por la noche. Según detalló el fiscal Peralta Otonello en Noticiero Doce, el chico pasó caminando con los amigos por avenida del Libertador al 1600 cuando se produjo “la disputa”.

+ MIRÁ MÁS: Un hombre murió en un accidente vial en las inmediaciones de Embalse

“No fue una riña, puede que haya habido una discusión o una pelea entre la víctima y el victimario. Vamos a poder determinar esa circunstancia una vez que avancemos en las declaraciones y analicemos las cámaras”, detalló. 

+ IMAGEN: el ingreso a Complejo Coloccini:



El presunto autor

Peralta Otonello indicó que se trataría de un joven de entre 18 y 19 años que ya está identificado. “Se allanó su domicilio y se secuestraron elementos pero no se lo encontró por lo que se dispuso la orden de captura”, explicó. Y agregó: “Aparentemente entre ellos sí se conocían, al menos a partir de nombres o apelativos.”

La palabra de la tía de Joaquín

“Nada nos va a devolver la vida de él. El que hizo esto tiene que pagar para que no se vuelva a repetir”, expresó en Noticiero Doce. Y agregó: “No sabemos nada pero queremos que encuentren al chico y que se haga Justicia”.

Acerca de su sobrino afirmó que “tenía muchos proyectos”. Estaba de novio y se estaba construyendo un departamento en la parte de atrás de la casa de su mamá.

+ VIDEO: la palabra del fiscal en Noticiero Doce:

",,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid02wm2h6WxC7iAd1yKn4sHnsRXxQdFudWm6Hj6nxvYS4CPaNJQ1VvykTaxz4vukhNUTl,Violencia,Pelearon a la salida del boliche y quedó con muerte cerebral,Alta Gracia,Provincial,,,18/7/2022,ElDoceTv,Si,105,0,6,0,0,25,52,0,,79,11,278,"“No creemos que tenga la responsabilidad”
La defensa del presunto autor del homicidio en Alta Gracia adelantó que propondrán “legítima defensa”.","Crimen a la salida de un baile: aseguran que el acusado actuó en legítima defensa
La abogada del presunto criminal de Alta Gracia también negó que su cliente haya usado un objeto contundente para golpear a la víctima. Además, sostuvo que ambas partes se involucraron en la pelea.
Por: El DoceLunes 18 de Julio de 2022
FacebookTwitterG-PlusCommentsPrintEmail
complejo-alta-gracia-baile-homicidio
El implicado se encuentra detenido en la cárcel de Bouwer.
La investigación del asesinato de Joaquín González (19) dio un giro sorpresivo, después de que su presunto agresor se entregara a la Justicia. En diálogo con Telenoche, la abogada del joven identificado como Yoel Heredia (18) adelantó que propondrán ""legítima defensa"".

“Junto con el Dr. Nayi estamos convencidos de que no se trata de un hecho criminal propiamente dicho”, sostuvo la letrada, Agustina Sisso. Y enfatizó: “No creemos que tenga la responsabilidad, al menos de lo que se lo está acusando, que es un homicidio simple”.

Cabe recordar que Heredia se encuentra detenido en la cárcel de Bouwer. De momento, aún no ha sido citado a declarar, y se estima que ese proceso podría dilatarse debido a la feria judicial. La investigación se encuentra a cargo del fiscal Alejandro Peralta Otonello.

Versiones cruzadas

Por otro lado, Sisso negó las primeras versiones de los hechos, que aseguraban que González murió tras ser golpeado con una piedra o ladrillo en la cabeza. 

+ MIRÁ MÁS: El fiscal detalló cómo fue la noche del crimen tras el baile en Alta Gracia

“Entendemos que lo que ocurrió fue un ida y vuelta de golpes, que hicieron que Joaquin cayera y golpeara su cabeza contra el cordón de una calle, lo que le ocasionó la herida que después causó su muerte”, afirmó la abogada. 

En línea con esto, adelantó que la fiscalía ya ha secuestrado cámaras de seguridad que se encontraban instaladas en la zona. Se espera que su contenido sirva para esclarecer cómo se desarrolló la disputa.

Sisso también precisó que los jóvenes no se conocían, y dijo que Heredia fue víctima de amenazas antes de involucrarse en la pelea.

+ VIDEO: La postura de la abogada de Heredia:

",,
